Exceptional clinical events|F|An ignition source is about to be used near an oxygen-enriched field. What is the best preventive action?|Pause and coordinate control of oxidizer, fuel and ignition|Increase oxygen flow as high as possible|Add more dry gauze around the site|Ignore the risk after skin prep dries|Fire prevention depends on managing the triangle together.
Exceptional clinical events|B|A patient shows sudden deterioration after a regional block. What should the perioperative nurse do?|Communicate the change and support immediate assessment and treatment|Assume it is expected in all regional anesthesia|Delay until documentation is complete|Transfer without telling anesthesia|Anesthesia complications require ongoing monitoring and rapid communication.
Exceptional clinical events|B|Which set best describes the nurse's response to unexpected intraoperative change?|Assess, communicate, implement changes and document|Observe, remain silent and chart after discharge|Wait for a routine timeout|Transfer responsibility to a vendor|This follows CNA's intraoperative adaptation competency.
Managing resources|B|A needed sterile instrument is unavailable at setup. What is the best response?|Identify a verified alternative and coordinate with the team before use|Use an unprocessed instrument|Skip the safety check|Hide the shortage until incision|Resource management must preserve safety and communication.
Managing resources|B|A case requires unfamiliar equipment. What should be arranged before use?|Training, appropriate personnel and functional checks|Only a faster turnover target|A vendor operating outside authorized role|No documentation|CNA includes safe equipment use, teaching and managing resources.
Managing resources|B|Which resource issue affects patient safety during transfer?|Adequate staff and appropriate transfer devices|Only the transporter's arrival time|Only the bed's colour|Only the length of the corridor|The blueprint includes safe transfers and appropriate devices.
Managing resources|B|A planned implant is not in stock. What should the nurse do?|Communicate the shortage early and verify an approved plan|Open a different implant without checking|Conceal the issue until the incision|Use an expired item|Anticipation and team communication are core resource practices.
Managing resources|B|A new sterile package has damaged wrapping. What is the resource decision?|Obtain a package with intact, verified sterility|Tape the damage and open it|Use the contents if needed urgently|Place it near a warmer to repair it|A compromised barrier cannot be assumed sterile.
Managing resources|B|The OR is short of a necessary item for the next case. What is the best operational action?|Escalate and plan supply before the patient is committed to the procedure|Start the case and hope it arrives|Borrow an unverified used item|Alter the documentation to show availability|Anticipating needs and resolving shortages preserves safe care.
Managing resources|B|Which consideration matters when selecting an instrument reprocessing method?|Device compatibility and validated manufacturer instructions|The fastest cycle regardless of device|Only the case start time|Only the package colour|Resource decisions must fit safe processing and device instructions.
Managing resources|B|A patient needs a specialized transfer surface after surgery. When should it be arranged?|Before transfer, based on the individualized plan|After the patient has been moved unsafely|Only if transport requests it|At the next day's quality meeting|Safe transfer is a planned resource need.
Managing resources|B|Why track equipment problems at Sign Out?|So they can be addressed before future use and in follow-up|To avoid documentation|To assign blame automatically|To replace counts|WHO asks about equipment issues; CNA includes safe use and resource management.
Managing resources|B|What should be done when a procedure's complexity increases unexpectedly?|Reassess staffing, equipment and supplies with the team|Proceed with the original resource plan regardless|Stop all communication|Open every available tray|Resource management adapts to patient and procedural need.
Exceptional clinical events|B|A patient develops signs concerning for malignant hyperthermia. What is the team response?|Activate the malignant hyperthermia protocol immediately|Wait for a temperature above 42°C before alerting anyone|Finish the operation before treatment|Treat it as an isolated sterile-field problem|CNA specifically names recognition and protocol-based response to malignant hyperthermia.
Exceptional clinical events|B|An intraoperative dysrhythmia progresses to cardiac arrest. Which established process should guide the response?|The cardiac arrest or Code Blue protocol|The instrument preference card|Only the postoperative discharge checklist|The next room's schedule|CNA identifies cardiac events and the cardiac arrest protocol.
Exceptional clinical events|B|A patient has suspected disseminated intravascular coagulation. What is the safest nursing response?|Alert the team and support the applicable therapeutic protocol|Ignore coagulation findings until discharge|Give an unverified blood product independently|Assume all surgical bleeding is expected|DIC is named as an exceptional event requiring protocol-based management.
Exceptional clinical events|B|Following an unexpected intraoperative death, what should guide the nurse's actions?|Hospital policy and required communication and documentation|Discard all records to protect privacy|Use the next case's process|Let a visitor direct disposition|CNA includes expected or unexpected intraoperative death and hospital policy.
Exceptional clinical events|B|A specimen may be medicolegal evidence. What is the priority?|Follow evidence collection, preservation and chain-of-custody guidance|Handle it as routine waste|Let an unverified visitor transport it|Alter its label after it leaves the room|The exceptional-events competency includes gathering and preserving evidence.
Exceptional clinical events|B|Which activity has additional regulatory and standards requirements in CNA's exceptional-events domain?|Organ and tissue procurement and transplantation|Routine linen replacement|Ordinary room turnover|Daily scrub assignment|The blueprint identifies transplantation under relevant Canadian regulations and standards.
Exceptional clinical events|B|A request for organ procurement is received. What should be checked before proceeding?|The authorized pathway and applicable procurement and transplantation procedures|Only the next scheduled case|Only the surgical count sheet|Only a vendor's preference|CNA calls for compliance with applicable procurement and transplantation requirements.
Exceptional clinical events|B|Why should a suspected malignant hyperthermia response be rehearsed by the OR team?|Rapid coordinated action depends on knowing the protocol and resources|Only the surgeon needs to know the protocol|The event can be resolved by documentation alone|It makes anesthesia monitoring unnecessary|The blueprint expects recognition and response under the MH protocol.
Managing resources|B|Two urgent cases need the same image intensifier. What should the charge nurse do?|Resolve competing priorities through team communication and clinical urgency|Allocate it to whoever asks loudest|Hide its location from one team|Assume both rooms can use it simultaneously|CNA names competing equipment priorities as a resource conflict.
Managing resources|B|Which set is explicitly within resource planning?|Staffing, equipment, implants, rooms, time and supplies|Only surgeon preference|Only patient meals|Only vehicle parking|The CNA resource domain lists these planning elements.
Managing resources|B|Which practice aligns with the resource sustainability competency?|Reduce unnecessary waste and reuse or recycle where safe and allowed|Reuse single-use items without approval|Skip sterile processing to save energy|Open every tray before determining need|CNA includes reduce, reuse and recycle while patient safety remains essential.
Managing resources|B|A new device is offered for trial. What is a sound nursing contribution?|Participate in structured evaluation of safety, usability and outcomes|Accept marketing claims as the only evidence|Use it before training|Avoid reporting problems during the trial|CNA includes product and equipment trial evaluation.
Managing resources|B|A recurring delay is traced to missing instruments. What is the improvement response?|Identify the process cause and recommend a measurable change|Blame one staff member without review|Order every tray for every case|Stop documenting delays|CNA includes recognizing inefficiency and continuous quality improvement.
